,text,general_tags,specific_tags,token_tagset
12,"Maghihingi ng pera tapos pag di nabigyan , maguguilt-trip siya or mangongonsensya .","['PROPN', 'CONJ', 'NOUN', 'RB', 'CONJ', 'RB', 'VBPT', 'PUNC', 'VB', 'PR', 'CONJ', 'NOUN', 'PUNC']","['NNP', 'CCB', 'NNC', 'RBW', 'CCR', 'RBF', 'VBTS', 'PMC', 'VBW', 'PRS', 'CC', 'NNC', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN']"
13,Naaalala ko pa naman mga pinaggagagawa ko nung araw na yun .,"['VBPR', 'PR', 'RB', 'RB', 'DT', 'VBPR', 'PR', 'RB', 'NOUN', 'CCP', 'PR', 'PUNC']","['VBTR', 'PRS', 'RBI', 'RBI', 'DTCP', 'VBTR', 'PRS', 'RBW', 'NNC', 'CCP', 'PRO', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
14,Nakakainggit SoKor ang ganda ng paghandle nila sa covid 19 .,"['VBPR', 'PROPN', 'DT', 'NOUN', 'CONJ', 'NOUN', 'PR', 'CONJ', 'NOUN', 'CD', 'PUNC']","['VBTR', 'NNPA', 'DTC', 'NNC', 'CCB', 'NNC', 'PRP', 'CCT', 'NN', 'CDB', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN']"
15,Thank you po sa mga sasagot .,"['VB', 'PR', 'UH', 'CONJ', 'DT', 'VBFT', 'PUNC']","['VB', 'PRP', 'UH', 'CCT', 'DTCP', 'VBTF', 'PMP']","['Spacy', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
16,"Hindi ko talaga maalis sa isip ko , puro kasi ako asa na gagaling siya ng magisa basta may catfood at tubig lang .","['RB', 'PR', 'RB', 'VB', 'CONJ', 'NOUN', 'PR', 'PUNC', 'JJ', 'CONJ', 'PR', 'NOUN', 'CCP', 'VBFT', 'PR', 'CONJ', 'VB', 'CONJ', 'VB', 'NOUN', 'IN', 'NOUN', 'RB', 'PUNC']","['RBF', 'PRS', 'RBT', 'VBW', 'CCT', 'NNC', 'PRS', 'PMC', 'JJD', 'CCR', 'PRS', 'NNC', 'CCP', 'VBTF', 'PRS', 'CCB', 'VBAF', 'CCT', 'VBH', 'NN', 'IN', 'NNC', 'RBI', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN']"
17,Hope this helps sa mga nagtitipid,"['NOUN', 'DT', 'VBPR', 'CONJ', 'DT', 'VBPR']","['NN', 'DT', 'VBZ', 'CCT', 'DTCP', 'VBTR']","['Spacy', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN']"
18,Kung sino man po sa inyo ang malapit sa baliwag maybe sm baliwag tara kain po at hangout na din saglit since dadaan ako dun .,"['CONJ', 'PR', 'RB', 'UH', 'CONJ', 'PR', 'DT', 'JJ', 'CONJ', 'NOUN', 'RB', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'UH', 'IN', 'VB', 'CCP', 'RB', 'RB', 'IN', 'VBFT', 'PR', 'PR', 'PUNC']","['CCR', 'PRQ', 'RBI', 'UH', 'CCT', 'PRSP', 'DTC', 'JJD', 'CCT', 'NNC', 'RB', 'NNC', 'NNC', 'NNC', 'NNC', 'UH', 'IN', 'VB', 'CCP', 'RBI', 'RBW', 'IN', 'VBTF', 'PRS', 'PRL', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
19,Sa mga lugar na pwedeng pumila ay kita kita sa tapat ang senyales na 'Dalawang pila lamang po tayo ' .,"['CONJ', 'DT', 'NOUN', 'CCP', 'RB', 'VB', 'LM', 'NOUN', 'NOUN', 'CONJ', 'JJ', 'DT', 'NOUN', 'CCP', 'PROPN', 'NOUN', 'RB', 'UH', 'PR', 'SYM', 'PUNC']","['CCT', 'DTCP', 'NNC', 'CCP', 'RBT', 'VBAF', 'LM', 'NNC', 'NNC', 'CCT', 'JJD', 'DTC', 'NNC', 'CCP', 'NNP', 'NNC', 'RBI', 'UH', 'PRP', 'PMS', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN']"
20,kasama ang apat na pakete ng ketchup .,"['CONJ', 'DT', 'CD', 'CCP', 'NOUN', 'CONJ', 'NOUN', 'PUNC']","['CCB', 'DTC', 'JJN', 'CCP', 'NNC', 'CCB', 'NN', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN']"
21,"Hi , anyone down para usap lang chill ?","['PROPN', 'PUNC', 'NOUN', 'RB', 'CONJ', 'NOUN', 'RB', 'NOUN', 'PUNC']","['NNP', 'PMC', 'NN', 'RB', 'CCT', 'NNC', 'RBI', 'NN', 'PMQ']","['MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN']"
22,"Nakakapagod na tuwing umaga wala , walang tawag , walang message kahit nga sa mga kapatid mo wala .","['VBPR', 'CCP', 'RB', 'RB', 'VB', 'PUNC', 'VB', 'VB', 'PUNC', 'VB', 'NOUN', 'CONJ', 'RB', 'CONJ', 'DT', 'NOUN', 'PROPN', 'VB', 'PUNC']","['VBTR', 'CCP', 'RBW', 'RBW', 'VBN', 'PMC', 'VBN', 'VBS', 'PMC', 'VBN', 'NN', 'CCT', 'RBI', 'CCT', 'DTCP', 'NNC', 'NNP', 'VBN', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN']"
23,Indiong nasanay sa salitang `` pwede na '' kung saan naging parte na ito ng normal na pamumuhay .,"['PROPN', 'VBPT', 'CONJ', 'NOUN', 'SYM', 'VB', 'CCP', 'SYM', 'CONJ', 'PR', 'VBPT', 'NOUN', 'CCP', 'PR', 'CONJ', 'JJ', 'CCP', 'NOUN', 'PUNC']","['NNP', 'VBTS', 'CCT', 'NNC', 'PMS', 'VBS', 'CCP', 'PMS', 'CCR', 'PRQ', 'VBTS', 'NN', 'CCP', 'PRO', 'CCB', 'JJD', 'CCP', 'NNC', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
24,"Hindi pa rin sapat ang boses ng mga taong handang isigaw ang tama , handang ipaglaban ang bayan , upang ipakita at iparinig sa mga taong nananatiling bulag at bingi na hindi na tama ang mga nangyayari .","['RB', 'RB', 'RB', 'JJ', 'DT', 'NOUN', 'CONJ', 'DT', 'NOUN', 'RB', 'VB', 'DT', 'RB', 'PUNC', 'RB', 'VB', 'DT', 'NOUN', 'PUNC', 'CONJ', 'VB', 'IN', 'VB', 'CONJ', 'DT', 'NOUN', 'VBPR', 'JJ', 'IN', 'JJ', 'CCP', 'RB', 'CCP', 'RB', 'DT', 'DT', 'VBPR', 'PUNC']","['RBF', 'RBI', 'RBI', 'JJD', 'DTC', 'NNC', 'CCB', 'DTCP', 'NNC', 'RBD', 'VBOF', 'DTC', 'RBT', 'PMC', 'RBD', 'VBOB', 'DTC', 'NNC', 'PMC', 'CCB', 'VBOF', 'IN', 'VBOF', 'CCT', 'DTCP', 'NNC', 'VBTR', 'JJD', 'IN', 'JJD', 'CCP', 'RBF', 'CCP', 'RBT', 'DTC', 'DTCP', 'VBTR', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
25,"Kung ganito lang din naman pala sistema nila lilipat nalang ako , naapektohan na trabaho ko tapos posible pang ulitin ng mga hayop habang hindi nila babawas yung mga araw na nawalan ka ng net .","['CONJ', 'PR', 'RB', 'RB', 'RB', 'NOUN', 'NOUN', 'PR', 'VBFT', 'VBPT', 'PR', 'PUNC', 'VBPR', 'CCP', 'NOUN', 'PR', 'RB', 'RB', 'RB', 'VB', 'CONJ', 'DT', 'NOUN', 'RB', 'RB', 'PR', 'JJ', 'PR', 'DT', 'NOUN', 'CCP', 'VBPT', 'PR', 'CONJ', 'NOUN', 'PUNC']","['CCR', 'PRC', 'RBI', 'RBI', 'RBI', 'NNC', 'NNC', 'PRP', 'VBTF', 'VBTS', 'PRS', 'PMC', 'VBTR', 'CCP', 'NNC', 'PRS', 'RBW', 'RBT', 'RBI', 'VBOF', 'CCB', 'DTCP', 'NNC', 'RBW', 'RBF', 'PRP', 'JJD', 'PRO', 'DTCP', 'NNC', 'CCP', 'VBTS', 'PRS', 'CCB', 'NN', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN']"
26,"Ang problema dito kapag nabuko o sumablay , lalong matutunaw ng tuluyan ang dilawan .","['DT', 'NOUN', 'PR', 'CONJ', 'VBPT', 'SYM', 'VB', 'PUNC', 'JJ', 'VBFT', 'CONJ', 'RB', 'DT', 'NOUN', 'PUNC']","['DTC', 'NNC', 'PRL', 'CCR', 'VBTS', 'LS', 'VBAF', 'PMC', 'JJCC', 'VBTF', 'CCB', 'RBD', 'DTC', 'NNC', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
27,sabi n'ya habang maya't-mayang tinutulak ng kanyang daliri ang salamin n'yang dumudulas sa kanyang matangos na ilong .,"['VB', 'NOUN', 'RB', 'JJ', 'VBPR', 'CONJ', 'PR', 'NOUN', 'DT', 'NOUN', 'NOUN', 'VB', 'CONJ', 'PR', 'VB', 'CCP', 'NOUN', 'PUNC']","['VBS', 'NNC', 'RBW', 'JJD', 'VBTR', 'CCB', 'PRSP', 'NNC', 'DTC', 'NNC', 'NNC', 'VBAF', 'CCT', 'PRSP', 'VBW', 'CCP', 'NNC', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
28,"Kung magtayo ako ng internet company , tapos : 1 ) i-declare ko na ang base of operations ko ay Syria ; 2 ) ang server na inuupahan ko ay nasa America ; 3 ) at ako ay expat dito sa Pilipinas ; Saan ako magbabayad dapat ng income tax , Syria ba o America o Pilipinas ?","['CONJ', 'VB', 'PR', 'CONJ', 'NOUN', 'NOUN', 'PUNC', 'RB', 'SYM', 'CD', 'SYM', 'PR', 'PR', 'CCP', 'DT', 'NOUN', 'IN', 'NOUN', 'PR', 'LM', 'PROPN', 'PUNC', 'CD', 'SYM', 'DT', 'NOUN', 'CCP', 'VBPR', 'PR', 'LM', 'RB', 'PROPN', 'PUNC', 'CD', 'SYM', 'IN', 'PR', 'LM', 'NOUN', 'PR', 'CONJ', 'PROPN', 'PUNC', 'PR', 'PR', 'VBPR', 'VB', 'CONJ', 'NOUN', 'NOUN', 'PUNC', 'PROPN', 'RB', 'SYM', 'PROPN', 'SYM', 'PROPN', 'PUNC']","['CCR', 'VBAF', 'PRS', 'CCB', 'NN', 'NN', 'PMC', 'RBW', 'PMS', 'CDB', 'PMS', 'PRP', 'PRS', 'CCP', 'DTC', 'NN', 'IN', 'NNS', 'PRS', 'LM', 'NNP', 'PMSC', 'CDB', 'PMS', 'DTC', 'NN', 'CCP', 'VBTR', 'PRS', 'LM', 'RBL', 'NNP', 'PMSC', 'CDB', 'PMS', 'IN', 'PRS', 'LM', 'NNS', 'PRL', 'CCT', 'NNP', 'PMSC', 'PRQ', 'PRS', 'VBTR', 'VBS', 'CCB', 'NN', 'NN', 'PMC', 'NNP', 'RBI', 'LS', 'NNP', 'LS', 'NNP', 'PMQ']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'Spacy', 'MGNN', 'Spacy', 'Spacy', 'Spacy', 'MGNN', 'MGNN']"
29,yung seller nakakainis hindi siya accommodating hays sakit sa ulo,"['PR', 'NOUN', 'VBPR', 'RB', 'PR', 'VBPR', 'NOUN', 'NOUN', 'CONJ', 'NOUN']","['PRO', 'NN', 'VBTR', 'RBF', 'PRS', 'VBG', 'NNS', 'NNC', 'CCT', 'NNC']","['MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN']"
30,Tinatag nila ang RCBC para dito itago ang nakuha nilang kayamanan .,"['VBPT', 'PR', 'DT', 'PROPN', 'CONJ', 'PR', 'VB', 'DT', 'VBPT', 'PR', 'NOUN', 'PUNC']","['VBTS', 'PRP', 'DTC', 'NNPA', 'CCT', 'PRL', 'VBOF', 'DTC', 'VBTS', 'PRP', 'NNC', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
31,Ikaw ay dapat humihinga at may kadaldalan .,"['PROPN', 'LM', 'VB', 'VBPR', 'IN', 'VB', 'NOUN', 'PUNC']","['NNP', 'LM', 'VBS', 'VBTR', 'IN', 'VBH', 'NNC', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN']"
32,Im looking for an EXCLUSIVE and CONSTANT FWB .,"['PROPN', 'VBPR', 'IN', 'DT', 'NOUN', 'CONJ', 'NOUN', 'PROPN', 'PUNC']","['NNP', 'VBG', 'IN', 'DTC', 'NNS', 'CC', 'NNS', 'NNPA', 'PMP']","['MGNN', 'Spacy', 'Spacy', 'MGNN', 'Spacy', 'Spacy', 'Spacy', 'MGNN', 'MGNN']"
33,pwede po bang magtanong saan po makakabili ng Tricophyton rubrum or Tricophyton mentagrophytes,"['VB', 'UH', 'RB', 'VB', 'PR', 'UH', 'VBFT', 'CONJ', 'PROPN', 'NOUN', 'CONJ', 'PROPN', 'NOUN']","['VBS', 'UH', 'RBM', 'VBW', 'PRQ', 'UH', 'VBTF', 'CCB', 'NNP', 'NN', 'CC', 'NNP', 'NNS']","['MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy']"
34,"Tapos nakapag orientation na po ako pero hindi pa po ako makapag start kasi yung company pong ito nagbibigay ng support sa ibang company at yung company na pagdedeployan ko po medyo strikto yung security kaya wala pa ako nung mga passes nila , Pero sa lahat lahat pong ito , hindi pa po ako nabibigyan ng contract na pipirmahan considered hired na po ba ako kahit yung job offer palang yung napirmahan ko ?","['RB', 'VBPT', 'NOUN', 'CCP', 'UH', 'PR', 'CONJ', 'RB', 'RB', 'UH', 'PR', 'VB', 'VB', 'CONJ', 'PR', 'NOUN', 'NOUN', 'PR', 'VBPR', 'CONJ', 'NOUN', 'CONJ', 'PR', 'NOUN', 'IN', 'PR', 'NOUN', 'CCP', 'NOUN', 'PR', 'UH', 'JJ', 'NOUN', 'PR', 'NOUN', 'CONJ', 'VB', 'RB', 'PR', 'RB', 'DT', 'VBPR', 'PR', 'PUNC', 'CONJ', 'CONJ', 'PR', 'PR', 'NOUN', 'PR', 'PUNC', 'RB', 'RB', 'UH', 'PR', 'VBPR', 'CONJ', 'NOUN', 'CCP', 'NOUN', 'VBPT', 'VBPT', 'CCP', 'UH', 'RB', 'PR', 'CONJ', 'PR', 'NOUN', 'VBPR', 'NOUN', 'PR', 'VBPT', 'PR', 'PUNC']","['RBW', 'VBTS', 'NN', 'CCP', 'UH', 'PRS', 'CCT', 'RBF', 'RBI', 'UH', 'PRS', 'VBW', 'VB', 'CCR', 'PRO', 'NN', 'NNC', 'PRO', 'VBTR', 'CCB', 'NN', 'CCT', 'PRI', 'NN', 'IN', 'PRO', 'NN', 'CCP', 'NNC', 'PRS', 'UH', 'JJCC', 'NNC', 'PRO', 'NN', 'CCR', 'VBN', 'RBI', 'PRS', 'RBW', 'DTCP', 'VBZ', 'PRP', 'PMC', 'CCT', 'CCT', 'PRI', 'PRI', 'NNC', 'PRO', 'PMC', 'RBF', 'RBI', 'UH', 'PRS', 'VBTR', 'CCB', 'NN', 'CCP', 'NNC', 'VBN', 'VBN', 'CCP', 'UH', 'RBI', 'PRS', 'CCT', 'PRO', 'NN', 'VBP', 'NNC', 'PRO', 'VBTS', 'PRS', 'PMQ']","['MGNN', 'MGNN', 'Spacy', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
