,text,general_tags,specific_tags,token_tagset
10,No offense to Pacman fans .,"['UH', 'NOUN', 'XX', 'PROPN', 'NOUN', 'PUNC']","['UH', 'NN', 'XX', 'NNP', 'NNS', 'PMP']","['Flair', 'Flair', 'Flair', 'MGNN', 'Flair', 'MGNN']"
11,"No expectations , just free flowing conversations","['UH', 'NOUN', 'PUNC', 'RB', 'JJ', 'VBPR', 'NOUN']","['UH', 'NNS', 'PMC', 'RB', 'JJ', 'VBG', 'NNS']","['Flair', 'Flair', 'MGNN', 'Flair', 'Flair', 'Flair', 'Flair']"
12,"Maghihingi ng pera tapos pag di nabigyan , maguguilt-trip siya or mangongonsensya .","['PROPN', 'CONJ', 'NOUN', 'RB', 'CONJ', 'RB', 'VBPT', 'PUNC', 'VB', 'PR', 'CONJ', 'NOUN', 'PUNC']","['NNP', 'CCB', 'NNC', 'RBW', 'CCR', 'RBF', 'VBTS', 'PMC', 'VBW', 'PRS', 'CC', 'NNC', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN']"
13,Naaalala ko pa naman mga pinaggagagawa ko nung araw na yun .,"['VBPR', 'PR', 'RB', 'RB', 'DT', 'VBPR', 'PR', 'RB', 'NOUN', 'CCP', 'PR', 'PUNC']","['VBTR', 'PRS', 'RBI', 'RBI', 'DTCP', 'VBTR', 'PRS', 'RBW', 'NNC', 'CCP', 'PRO', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
14,Nakakainggit SoKor ang ganda ng paghandle nila sa covid 19 .,"['VBPR', 'PROPN', 'DT', 'NOUN', 'CONJ', 'NOUN', 'PR', 'CONJ', 'NOUN', 'CD', 'PUNC']","['VBTR', 'NNPA', 'DTC', 'NNC', 'CCB', 'NNC', 'PRP', 'CCT', 'NN', 'CDB', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN']"
15,Thank you po sa mga sasagot .,"['VBPR', 'PR', 'UH', 'CONJ', 'DT', 'VBFT', 'PUNC']","['VBP', 'PRP', 'UH', 'CCT', 'DTCP', 'VBTF', 'PMP']","['Flair', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
16,"Hindi ko talaga maalis sa isip ko , puro kasi ako asa na gagaling siya ng magisa basta may catfood at tubig lang .","['RB', 'PR', 'RB', 'VB', 'CONJ', 'NOUN', 'PR', 'PUNC', 'JJ', 'CONJ', 'PR', 'NOUN', 'CCP', 'VBFT', 'PR', 'CONJ', 'VB', 'CONJ', 'VB', 'NOUN', 'IN', 'NOUN', 'RB', 'PUNC']","['RBF', 'PRS', 'RBT', 'VBW', 'CCT', 'NNC', 'PRS', 'PMC', 'JJD', 'CCR', 'PRS', 'NNC', 'CCP', 'VBTF', 'PRS', 'CCB', 'VBAF', 'CCT', 'VBH', 'NN', 'IN', 'NNC', 'RBI', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN']"
17,Hope this helps sa mga nagtitipid,"['NOUN', 'DT', 'VBPR', 'CONJ', 'DT', 'VBPR']","['NN', 'DT', 'VBZ', 'CCT', 'DTCP', 'VBTR']","['Flair', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN']"
18,Kung sino man po sa inyo ang malapit sa baliwag maybe sm baliwag tara kain po at hangout na din saglit since dadaan ako dun .,"['CONJ', 'PR', 'RB', 'UH', 'CONJ', 'PR', 'DT', 'JJ', 'CONJ', 'NOUN', 'RB', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'UH', 'IN', 'PROPN', 'CCP', 'RB', 'RB', 'IN', 'VBFT', 'PR', 'PR', 'PUNC']","['CCR', 'PRQ', 'RBI', 'UH', 'CCT', 'PRSP', 'DTC', 'JJD', 'CCT', 'NNC', 'RB', 'NNC', 'NNC', 'NNC', 'NNC', 'UH', 'IN', 'NNP', 'CCP', 'RBI', 'RBW', 'IN', 'VBTF', 'PRS', 'PRL', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
19,Sa mga lugar na pwedeng pumila ay kita kita sa tapat ang senyales na 'Dalawang pila lamang po tayo ' .,"['CONJ', 'DT', 'NOUN', 'CCP', 'RB', 'VB', 'LM', 'NOUN', 'NOUN', 'CONJ', 'JJ', 'DT', 'NOUN', 'CCP', 'PROPN', 'NOUN', 'RB', 'UH', 'PR', 'SYM', 'PUNC']","['CCT', 'DTCP', 'NNC', 'CCP', 'RBT', 'VBAF', 'LM', 'NNC', 'NNC', 'CCT', 'JJD', 'DTC', 'NNC', 'CCP', 'NNP', 'NNC', 'RBI', 'UH', 'PRP', 'PMS', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN']"
20,kasama ang apat na pakete ng ketchup .,"['CONJ', 'DT', 'CD', 'CCP', 'NOUN', 'CONJ', 'NOUN', 'PUNC']","['CCB', 'DTC', 'JJN', 'CCP', 'NNC', 'CCB', 'NN', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN']"
21,"Hi , anyone down para usap lang chill ?","['PROPN', 'PUNC', 'NOUN', 'RB', 'CONJ', 'NOUN', 'RB', 'NOUN', 'PUNC']","['NNP', 'PMC', 'NN', 'RB', 'CCT', 'NNC', 'RBI', 'NN', 'PMQ']","['MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN']"
22,"Nakakapagod na tuwing umaga wala , walang tawag , walang message kahit nga sa mga kapatid mo wala .","['VBPR', 'CCP', 'RB', 'RB', 'VB', 'PUNC', 'VB', 'VB', 'PUNC', 'VB', 'NOUN', 'CONJ', 'RB', 'CONJ', 'DT', 'NOUN', 'UH', 'VB', 'PUNC']","['VBTR', 'CCP', 'RBW', 'RBW', 'VBN', 'PMC', 'VBN', 'VBS', 'PMC', 'VBN', 'NN', 'CCT', 'RBI', 'CCT', 'DTCP', 'NNC', 'UH', 'VBN', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN']"
23,Indiong nasanay sa salitang `` pwede na '' kung saan naging parte na ito ng normal na pamumuhay .,"['PROPN', 'VBPT', 'CONJ', 'NOUN', 'SYM', 'VB', 'CCP', 'SYM', 'CONJ', 'PR', 'VBPT', 'FW', 'CCP', 'PR', 'CONJ', 'JJ', 'CCP', 'NOUN', 'PUNC']","['NNP', 'VBTS', 'CCT', 'NNC', 'PMS', 'VBS', 'CCP', 'PMS', 'CCR', 'PRQ', 'VBTS', 'FW', 'CCP', 'PRO', 'CCB', 'JJD', 'CCP', 'NNC', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
24,"Hindi pa rin sapat ang boses ng mga taong handang isigaw ang tama , handang ipaglaban ang bayan , upang ipakita at iparinig sa mga taong nananatiling bulag at bingi na hindi na tama ang mga nangyayari .","['RB', 'RB', 'RB', 'JJ', 'DT', 'NOUN', 'CONJ', 'DT', 'NOUN', 'RB', 'VB', 'DT', 'RB', 'PUNC', 'RB', 'VB', 'DT', 'NOUN', 'PUNC', 'CONJ', 'VB', 'IN', 'VB', 'CONJ', 'DT', 'NOUN', 'VBPR', 'JJ', 'IN', 'JJ', 'CCP', 'RB', 'CCP', 'RB', 'DT', 'DT', 'VBPR', 'PUNC']","['RBF', 'RBI', 'RBI', 'JJD', 'DTC', 'NNC', 'CCB', 'DTCP', 'NNC', 'RBD', 'VBOF', 'DTC', 'RBT', 'PMC', 'RBD', 'VBOB', 'DTC', 'NNC', 'PMC', 'CCB', 'VBOF', 'IN', 'VBOF', 'CCT', 'DTCP', 'NNC', 'VBTR', 'JJD', 'IN', 'JJD', 'CCP', 'RBF', 'CCP', 'RBT', 'DTC', 'DTCP', 'VBTR', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
25,"Kung ganito lang din naman pala sistema nila lilipat nalang ako , naapektohan na trabaho ko tapos posible pang ulitin ng mga hayop habang hindi nila babawas yung mga araw na nawalan ka ng net .","['CONJ', 'PR', 'RB', 'RB', 'RB', 'NOUN', 'NOUN', 'PR', 'VBFT', 'VBPT', 'PR', 'PUNC', 'VBPR', 'CCP', 'NOUN', 'PR', 'RB', 'RB', 'RB', 'VB', 'CONJ', 'DT', 'NOUN', 'RB', 'RB', 'PR', 'JJ', 'PR', 'DT', 'NOUN', 'CCP', 'VBPT', 'PR', 'CONJ', 'JJ', 'PUNC']","['CCR', 'PRC', 'RBI', 'RBI', 'RBI', 'NNC', 'NNC', 'PRP', 'VBTF', 'VBTS', 'PRS', 'PMC', 'VBTR', 'CCP', 'NNC', 'PRS', 'RBW', 'RBT', 'RBI', 'VBOF', 'CCB', 'DTCP', 'NNC', 'RBW', 'RBF', 'PRP', 'JJD', 'PRO', 'DTCP', 'NNC', 'CCP', 'VBTS', 'PRS', 'CCB', 'JJ', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN']"
26,"Ang problema dito kapag nabuko o sumablay , lalong matutunaw ng tuluyan ang dilawan .","['DT', 'NOUN', 'PR', 'CONJ', 'VBPT', 'PUNC', 'VB', 'PUNC', 'JJ', 'VBFT', 'CONJ', 'RB', 'DT', 'NOUN', 'PUNC']","['DTC', 'NNC', 'PRL', 'CCR', 'VBTS', 'NFP', 'VBAF', 'PMC', 'JJCC', 'VBTF', 'CCB', 'RBD', 'DTC', 'NNC', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
27,sabi n'ya habang maya't-mayang tinutulak ng kanyang daliri ang salamin n'yang dumudulas sa kanyang matangos na ilong .,"['VB', 'NOUN', 'RB', 'JJ', 'VBPR', 'CONJ', 'PR', 'NOUN', 'DT', 'NOUN', 'NOUN', 'VB', 'CONJ', 'PR', 'VB', 'CCP', 'NOUN', 'PUNC']","['VBS', 'NNC', 'RBW', 'JJD', 'VBTR', 'CCB', 'PRSP', 'NNC', 'DTC', 'NNC', 'NNC', 'VBAF', 'CCT', 'PRSP', 'VBW', 'CCP', 'NNC', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
28,"Kung magtayo ako ng internet company , tapos : 1 ) i-declare ko na ang base of operations ko ay Syria ; 2 ) ang server na inuupahan ko ay nasa America ; 3 ) at ako ay expat dito sa Pilipinas ; Saan ako magbabayad dapat ng income tax , Syria ba o America o Pilipinas ?","['CONJ', 'VB', 'PR', 'CONJ', 'NOUN', 'NOUN', 'PUNC', 'RB', 'SYM', 'CD', 'SYM', 'VBPR', 'PR', 'CCP', 'DT', 'NOUN', 'IN', 'NOUN', 'PR', 'LM', 'PROPN', 'PUNC', 'CD', 'SYM', 'DT', 'NOUN', 'CCP', 'VBPR', 'PR', 'LM', 'RB', 'PROPN', 'PUNC', 'CD', 'SYM', 'IN', 'PR', 'LM', 'NOUN', 'PR', 'CONJ', 'PROPN', 'PUNC', 'PR', 'PR', 'VBPR', 'VB', 'CONJ', 'NOUN', 'NOUN', 'PUNC', 'PROPN', 'RB', 'PUNC', 'PROPN', 'PUNC', 'PROPN', 'PUNC']","['CCR', 'VBAF', 'PRS', 'CCB', 'NN', 'NN', 'PMC', 'RBW', 'PMS', 'CDB', 'PMS', 'VBP', 'PRS', 'CCP', 'DTC', 'NN', 'IN', 'NNS', 'PRS', 'LM', 'NNP', 'PMSC', 'CDB', 'PMS', 'DTC', 'NN', 'CCP', 'VBTR', 'PRS', 'LM', 'RBL', 'NNP', 'PMSC', 'CDB', 'PMS', 'IN', 'PRS', 'LM', 'NN', 'PRL', 'CCT', 'NNP', 'PMSC', 'PRQ', 'PRS', 'VBTR', 'VBS', 'CCB', 'NN', 'NN', 'PMC', 'NNP', 'RBI', 'NFP', 'NNP', 'NFP', 'NNP', 'PMQ']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'Flair', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'Flair', 'MGNN', 'Flair', 'Flair', 'Flair', 'MGNN', 'MGNN']"
29,yung seller nakakainis hindi siya accommodating hays sakit sa ulo,"['PR', 'NOUN', 'VBPR', 'RB', 'PR', 'VBPR', 'NOUN', 'NOUN', 'CONJ', 'NOUN']","['PRO', 'NN', 'VBTR', 'RBF', 'PRS', 'VBG', 'NNS', 'NNC', 'CCT', 'NNC']","['MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN']"
30,Tinatag nila ang RCBC para dito itago ang nakuha nilang kayamanan .,"['VBPT', 'PR', 'DT', 'PROPN', 'CONJ', 'PR', 'VB', 'DT', 'VBPT', 'PR', 'NOUN', 'PUNC']","['VBTS', 'PRP', 'DTC', 'NNPA', 'CCT', 'PRL', 'VBOF', 'DTC', 'VBTS', 'PRP', 'NNC', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
31,Ikaw ay dapat humihinga at may kadaldalan .,"['PROPN', 'LM', 'VB', 'VBPR', 'IN', 'VB', 'NOUN', 'PUNC']","['NNP', 'LM', 'VBS', 'VBTR', 'IN', 'VBH', 'NNC', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN']"
32,Im looking for an EXCLUSIVE and CONSTANT FWB .,"['PROPN', 'VBPR', 'IN', 'DT', 'JJ', 'CONJ', 'PROPN', 'PROPN', 'PUNC']","['NNP', 'VBG', 'IN', 'DTC', 'JJ', 'CC', 'NNP', 'NNPA', 'PMP']","['MGNN', 'Flair', 'Flair', 'MGNN', 'Flair', 'Flair', 'Flair', 'MGNN', 'MGNN']"
33,pwede po bang magtanong saan po makakabili ng Tricophyton rubrum or Tricophyton mentagrophytes,"['VB', 'UH', 'RB', 'VB', 'PR', 'UH', 'VBFT', 'CONJ', 'PROPN', 'PROPN', 'CONJ', 'PROPN', 'NOUN']","['VBS', 'UH', 'RBM', 'VBW', 'PRQ', 'UH', 'VBTF', 'CCB', 'NNP', 'NNP', 'CC', 'NNP', 'NNS']","['MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair']"
34,"Tapos nakapag orientation na po ako pero hindi pa po ako makapag start kasi yung company pong ito nagbibigay ng support sa ibang company at yung company na pagdedeployan ko po medyo strikto yung security kaya wala pa ako nung mga passes nila , Pero sa lahat lahat pong ito , hindi pa po ako nabibigyan ng contract na pipirmahan considered hired na po ba ako kahit yung job offer palang yung napirmahan ko ?","['RB', 'VBPT', 'NOUN', 'CCP', 'UH', 'PR', 'CONJ', 'RB', 'RB', 'UH', 'PR', 'VB', 'VB', 'CONJ', 'PR', 'NOUN', 'NOUN', 'PR', 'VBPR', 'CONJ', 'NOUN', 'CONJ', 'PR', 'NOUN', 'IN', 'PR', 'NOUN', 'CCP', 'NOUN', 'PR', 'UH', 'JJ', 'NOUN', 'PR', 'NOUN', 'CONJ', 'VB', 'RB', 'PR', 'RB', 'DT', 'VBPR', 'PR', 'PUNC', 'CONJ', 'CONJ', 'PR', 'PR', 'NOUN', 'PR', 'PUNC', 'RB', 'RB', 'UH', 'PR', 'VBPR', 'CONJ', 'NOUN', 'CCP', 'NOUN', 'VBPT', 'VBPT', 'CCP', 'UH', 'RB', 'PR', 'CONJ', 'PR', 'NOUN', 'NOUN', 'NOUN', 'PR', 'VBPT', 'PR', 'PUNC']","['RBW', 'VBTS', 'NN', 'CCP', 'UH', 'PRS', 'CCT', 'RBF', 'RBI', 'UH', 'PRS', 'VBW', 'VB', 'CCR', 'PRO', 'NN', 'NNC', 'PRO', 'VBTR', 'CCB', 'NN', 'CCT', 'PRI', 'NN', 'IN', 'PRO', 'NN', 'CCP', 'NNC', 'PRS', 'UH', 'JJCC', 'NNC', 'PRO', 'NN', 'CCR', 'VBN', 'RBI', 'PRS', 'RBW', 'DTCP', 'VBZ', 'PRP', 'PMC', 'CCT', 'CCT', 'PRI', 'PRI', 'NNC', 'PRO', 'PMC', 'RBF', 'RBI', 'UH', 'PRS', 'VBTR', 'CCB', 'NN', 'CCP', 'NNC', 'VBN', 'VBN', 'CCP', 'UH', 'RBI', 'PRS', 'CCT', 'PRO', 'NN', 'NN', 'NNC', 'PRO', 'VBTS', 'PRS', 'PMQ']","['MGNN', 'MGNN', 'Flair', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
35,So if you are someone who craves for something or gustong manuod ng movie or gustong magvideoke pero walang kasama ?,"['RB', 'IN', 'PR', 'VBPR', 'NOUN', 'PR', 'NOUN', 'IN', 'NOUN', 'CONJ', 'VB', 'VB', 'CONJ', 'NOUN', 'CONJ', 'VB', 'VB', 'CONJ', 'VB', 'CONJ', 'PUNC']","['RB', 'IN', 'PRP', 'VBP', 'NN', 'WP', 'NNS', 'IN', 'NN', 'CC', 'VBS', 'VBW', 'CCB', 'NN', 'CC', 'VBS', 'VBAF', 'CCT', 'VBN', 'CCB', 'PMQ']","['Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
