,text,general_tags,specific_tags,token_tagset
10,No offense to Pacman fans .,"['DT', 'NOUN', 'IN', 'PROPN', 'NOUN', 'PUNC']","['DT', 'NN', 'IN', 'NNP', 'NNS', 'PMP']","['Flair', 'Flair', 'Flair', 'MGNN', 'Flair', 'MGNN']"
11,"No expectations , just free flowing conversations","['DT', 'NOUN', 'PUNC', 'RB', 'JJ', 'VBPR', 'NOUN']","['DT', 'NNS', 'PMC', 'RB', 'JJ', 'VBG', 'NNS']","['Flair', 'Flair', 'MGNN', 'Flair', 'Flair', 'Flair', 'Flair']"
12,"Maghihingi ng pera tapos pag di nabigyan , maguguilt-trip siya or mangongonsensya .","['PROPN', 'CONJ', 'NOUN', 'RB', 'CONJ', 'RB', 'VBPT', 'PUNC', 'VB', 'PR', 'CONJ', 'NOUN', 'PUNC']","['NNP', 'CCB', 'NNC', 'RBW', 'CCR', 'RBF', 'VBTS', 'PMC', 'VBW', 'PRS', 'CC', 'NNC', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN']"
13,Naaalala ko pa naman mga pinaggagagawa ko nung araw na yun .,"['VBPR', 'PR', 'RB', 'RB', 'DT', 'VBPR', 'PR', 'RB', 'NOUN', 'CCP', 'PR', 'PUNC']","['VBTR', 'PRS', 'RBI', 'RBI', 'DTCP', 'VBTR', 'PRS', 'RBW', 'NNC', 'CCP', 'PRO', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
14,Nakakainggit SoKor ang ganda ng paghandle nila sa covid 19 .,"['VBPR', 'NOUN', 'DT', 'NOUN', 'CONJ', 'NOUN', 'PR', 'CONJ', 'NOUN', 'CD', 'PUNC']","['VBTR', 'NNC', 'DTC', 'NNC', 'CCB', 'NNC', 'PRP', 'CCT', 'NN', 'CDB', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN']"
15,Thank you po sa mga sasagot .,"['VBPR', 'PR', 'FW', 'CONJ', 'DT', 'VBFT', 'PUNC']","['VBP', 'PRP', 'FW', 'CCT', 'DTCP', 'VBTF', 'PMP']","['Flair', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
16,"Hindi ko talaga maalis sa isip ko , puro kasi ako asa na gagaling siya ng magisa basta may catfood at tubig lang .","['RB', 'PR', 'RB', 'VB', 'CONJ', 'NOUN', 'PR', 'PUNC', 'RB', 'CONJ', 'PR', 'JJ', 'CCP', 'VBFT', 'PR', 'CONJ', 'VB', 'CONJ', 'VB', 'FW', 'IN', 'NOUN', 'RB', 'PUNC']","['RBF', 'PRS', 'RBT', 'VBW', 'CCT', 'NNC', 'PRS', 'PMC', 'RBT', 'CCR', 'PRS', 'JJD', 'CCP', 'VBTF', 'PRS', 'CCB', 'VBW', 'CCB', 'VBH', 'FW', 'IN', 'NNC', 'RBI', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN']"
17,Hope this helps sa mga nagtitipid,"['VBPR', 'DT', 'VBPR', 'CONJ', 'DT', 'VBPR']","['VBP', 'DT', 'VBZ', 'CCT', 'DTCP', 'VBTR']","['Flair', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN']"
18,Kung sino man po sa inyo ang malapit sa baliwag maybe sm baliwag tara kain po at hangout na din saglit since dadaan ako dun .,"['RB', 'PR', 'RB', 'FW', 'CONJ', 'PR', 'DT', 'JJ', 'CONJ', 'FW', 'FW', 'FW', 'FW', 'FW', 'NOUN', 'FW', 'IN', 'NOUN', 'CCP', 'RB', 'RB', 'IN', 'VBFT', 'PR', 'PR', 'PUNC']","['RBK', 'PRQ', 'RBI', 'FW', 'CCT', 'PRSP', 'DTC', 'JJD', 'CCT', 'FW', 'FW', 'FW', 'FW', 'FW', 'NNC', 'FW', 'IN', 'NN', 'CCP', 'RBI', 'RBW', 'IN', 'VBTF', 'PRS', 'PRL', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
19,Sa mga lugar na pwedeng pumila ay kita kita sa tapat ang senyales na 'Dalawang pila lamang po tayo ' .,"['CONJ', 'DT', 'NOUN', 'CCP', 'RB', 'VB', 'LM', 'NOUN', 'NOUN', 'CONJ', 'JJ', 'DT', 'NOUN', 'CCP', 'NOUN', 'NOUN', 'RB', 'FW', 'PR', 'SYM', 'PUNC']","['CCT', 'DTCP', 'NNC', 'CCP', 'RBT', 'VBAF', 'LM', 'NNC', 'NNC', 'CCT', 'JJD', 'DTC', 'NNC', 'CCP', 'NNC', 'NNC', 'RBI', 'FW', 'PRP', 'PMS', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN']"
20,kasama ang apat na pakete ng ketchup .,"['CONJ', 'DT', 'CD', 'CCP', 'NOUN', 'CONJ', 'FW', 'PUNC']","['CCB', 'DTC', 'JJN', 'CCP', 'NNC', 'CCB', 'FW', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN']"
21,"Hi , anyone down para usap lang chill ?","['PROPN', 'PUNC', 'NOUN', 'RB', 'CONJ', 'NOUN', 'RB', 'NOUN', 'PUNC']","['NNP', 'PMC', 'NN', 'RB', 'CCT', 'NNC', 'RBI', 'NN', 'PMQ']","['MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN']"
22,"Nakakapagod na tuwing umaga wala , walang tawag , walang message kahit nga sa mga kapatid mo wala .","['VBPR', 'CCP', 'RB', 'RB', 'VB', 'PUNC', 'VB', 'NOUN', 'PUNC', 'VB', 'FW', 'CONJ', 'RB', 'CONJ', 'DT', 'NOUN', 'FW', 'VB', 'PUNC']","['VBTR', 'CCP', 'RBW', 'RBW', 'VBN', 'PMC', 'VBN', 'NNC', 'PMC', 'VBN', 'FW', 'CCT', 'RBI', 'CCT', 'DTCP', 'NNC', 'FW', 'VBN', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN']"
23,Indiong nasanay sa salitang `` pwede na '' kung saan naging parte na ito ng normal na pamumuhay .,"['PROPN', 'VBPT', 'CONJ', 'NOUN', 'FW', 'RB', 'CCP', 'SYM', 'RB', 'RB', 'VBPT', 'FW', 'CCP', 'PR', 'CONJ', 'JJ', 'CCP', 'NOUN', 'PUNC']","['NNP', 'VBTS', 'CCT', 'NNC', 'FW', 'RBT', 'CCP', 'PMS', 'RBK', 'RBQ', 'VBTS', 'FW', 'CCP', 'PRO', 'CCB', 'JJD', 'CCP', 'NNC', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
24,"Hindi pa rin sapat ang boses ng mga taong handang isigaw ang tama , handang ipaglaban ang bayan , upang ipakita at iparinig sa mga taong nananatiling bulag at bingi na hindi na tama ang mga nangyayari .","['RB', 'RB', 'RB', 'JJ', 'DT', 'NOUN', 'CONJ', 'DT', 'NOUN', 'JJ', 'VB', 'DT', 'JJ', 'PUNC', 'RB', 'VB', 'DT', 'NOUN', 'PUNC', 'CONJ', 'VB', 'FW', 'VB', 'CONJ', 'DT', 'NOUN', 'VBPR', 'JJ', 'FW', 'JJ', 'CCP', 'RB', 'CCP', 'JJ', 'DT', 'DT', 'VBPR', 'PUNC']","['RBF', 'RBI', 'RBI', 'JJD', 'DTC', 'NNC', 'CCB', 'DTCP', 'NNC', 'JJD', 'VBOF', 'DTC', 'JJD', 'PMC', 'RBD', 'VBOB', 'DTC', 'NNC', 'PMC', 'CCB', 'VBOF', 'FW', 'VBOF', 'CCT', 'DTCP', 'NNC', 'VBTR', 'JJD', 'FW', 'JJD', 'CCP', 'RBF', 'CCP', 'JJD', 'DTC', 'DTCP', 'VBTR', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
25,"Kung ganito lang din naman pala sistema nila lilipat nalang ako , naapektohan na trabaho ko tapos posible pang ulitin ng mga hayop habang hindi nila babawas yung mga araw na nawalan ka ng net .","['CONJ', 'PR', 'RB', 'RB', 'RB', 'NOUN', 'NOUN', 'PR', 'VBFT', 'VBPT', 'PR', 'PUNC', 'VBPT', 'CCP', 'NOUN', 'PR', 'RB', 'RB', 'RB', 'VB', 'CONJ', 'DT', 'NOUN', 'RB', 'RB', 'PR', 'VBFT', 'PR', 'DT', 'NOUN', 'CCP', 'VBPT', 'PR', 'CONJ', 'FW', 'PUNC']","['CCR', 'PRC', 'RBI', 'RBI', 'RBI', 'NNC', 'NNC', 'PRP', 'VBTF', 'VBTS', 'PRS', 'PMC', 'VBTS', 'CCP', 'NNC', 'PRS', 'RBW', 'RBT', 'RBI', 'VBOF', 'CCB', 'DTCP', 'NNC', 'RBW', 'RBF', 'PRP', 'VBTF', 'PRO', 'DTCP', 'NNC', 'CCP', 'VBTS', 'PRS', 'CCB', 'FW', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN']"
26,"Ang problema dito kapag nabuko o sumablay , lalong matutunaw ng tuluyan ang dilawan .","['DT', 'NOUN', 'PR', 'CONJ', 'VBPT', 'FW', 'VB', 'PUNC', 'JJ', 'VBFT', 'CONJ', 'NOUN', 'DT', 'NOUN', 'PUNC']","['DTC', 'NNC', 'PRL', 'CCR', 'VBTS', 'FW', 'VBAF', 'PMC', 'JJCC', 'VBTF', 'CCB', 'NNC', 'DTC', 'NNC', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
27,sabi n'ya habang maya't-mayang tinutulak ng kanyang daliri ang salamin n'yang dumudulas sa kanyang matangos na ilong .,"['VB', 'PR', 'RB', 'RB', 'VBPR', 'CONJ', 'PR', 'NOUN', 'DT', 'NOUN', 'NOUN', 'VB', 'CONJ', 'PR', 'JJ', 'CCP', 'NOUN', 'PUNC']","['VBS', 'PRS', 'RBW', 'RBD', 'VBTR', 'CCB', 'PRSP', 'NNC', 'DTC', 'NNC', 'NNC', 'VBAF', 'CCT', 'PRSP', 'JJD', 'CCP', 'NNC', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
28,"Kung magtayo ako ng internet company , tapos : 1 ) i-declare ko na ang base of operations ko ay Syria ; 2 ) ang server na inuupahan ko ay nasa America ; 3 ) at ako ay expat dito sa Pilipinas ; Saan ako magbabayad dapat ng income tax , Syria ba o America o Pilipinas ?","['CONJ', 'VB', 'PR', 'CONJ', 'NOUN', 'NOUN', 'PUNC', 'RB', 'SYM', 'CD', 'SYM', 'FW', 'PR', 'CCP', 'DT', 'NOUN', 'IN', 'NOUN', 'PR', 'LM', 'PROPN', 'PUNC', 'CD', 'SYM', 'DT', 'FW', 'CCP', 'VBPR', 'PR', 'LM', 'RB', 'PROPN', 'PUNC', 'CD', 'SYM', 'IN', 'PR', 'LM', 'FW', 'PR', 'CONJ', 'PROPN', 'PUNC', 'PR', 'PR', 'VBFT', 'VB', 'CONJ', 'NOUN', 'NOUN', 'PUNC', 'PROPN', 'RB', 'FW', 'PROPN', 'IN', 'PROPN', 'PUNC']","['CCR', 'VBAF', 'PRS', 'CCB', 'NN', 'NN', 'PMC', 'RBW', 'PMS', 'CDB', 'PMS', 'FW', 'PRS', 'CCP', 'DTC', 'NN', 'IN', 'NNS', 'PRS', 'LM', 'NNP', 'PMSC', 'CDB', 'PMS', 'DTC', 'FW', 'CCP', 'VBTR', 'PRS', 'LM', 'RBL', 'NNP', 'PMSC', 'CDB', 'PMS', 'IN', 'PRS', 'LM', 'FW', 'PRL', 'CCT', 'NNP', 'PMSC', 'PRQ', 'PRS', 'VBTF', 'VBS', 'CCB', 'NN', 'NN', 'PMC', 'NNP', 'RBI', 'FW', 'NNP', 'IN', 'NNP', 'PMQ']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'Flair', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'Flair', 'MGNN', 'Flair', 'Flair', 'Flair', 'MGNN', 'MGNN']"
29,yung seller nakakainis hindi siya accommodating hays sakit sa ulo,"['PR', 'NOUN', 'VBPR', 'RB', 'PR', 'VBPR', 'NOUN', 'NOUN', 'CONJ', 'NOUN']","['PRO', 'NN', 'VBTR', 'RBF', 'PRS', 'VBG', 'NNS', 'NNC', 'CCT', 'NNC']","['MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN']"
30,Tinatag nila ang RCBC para dito itago ang nakuha nilang kayamanan .,"['VBPT', 'PR', 'DT', 'PROPN', 'CONJ', 'PR', 'VB', 'DT', 'VBPT', 'PR', 'NOUN', 'PUNC']","['VBTS', 'PRP', 'DTC', 'NNPA', 'CCT', 'PRL', 'VBOF', 'DTC', 'VBTS', 'PRP', 'NNC', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
31,Ikaw ay dapat humihinga at may kadaldalan .,"['PROPN', 'LM', 'VB', 'VBPR', 'IN', 'VB', 'NOUN', 'PUNC']","['NNP', 'LM', 'VBS', 'VBTR', 'IN', 'VBH', 'NNC', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN']"
32,Im looking for an EXCLUSIVE and CONSTANT FWB .,"['PROPN', 'VBPR', 'IN', 'DT', 'JJ', 'CONJ', 'JJ', 'PROPN', 'PUNC']","['NNP', 'VBG', 'IN', 'DTC', 'JJ', 'CC', 'JJ', 'NNPA', 'PMP']","['MGNN', 'Flair', 'Flair', 'MGNN', 'Flair', 'Flair', 'Flair', 'MGNN', 'MGNN']"
33,pwede po bang magtanong saan po makakabili ng Tricophyton rubrum or Tricophyton mentagrophytes,"['VB', 'FW', 'RB', 'VB', 'PR', 'FW', 'VBFT', 'CONJ', 'PROPN', 'NOUN', 'CONJ', 'PROPN', 'NOUN']","['VBS', 'FW', 'RBM', 'VBW', 'PRQ', 'FW', 'VBTF', 'CCB', 'NNP', 'NN', 'CC', 'NNP', 'NNS']","['MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair']"
34,"Tapos nakapag orientation na po ako pero hindi pa po ako makapag start kasi yung company pong ito nagbibigay ng support sa ibang company at yung company na pagdedeployan ko po medyo strikto yung security kaya wala pa ako nung mga passes nila , Pero sa lahat lahat pong ito , hindi pa po ako nabibigyan ng contract na pipirmahan considered hired na po ba ako kahit yung job offer palang yung napirmahan ko ?","['RB', 'VBPT', 'NOUN', 'CCP', 'FW', 'PR', 'CONJ', 'RB', 'RB', 'FW', 'PR', 'VB', 'FW', 'CONJ', 'PR', 'FW', 'FW', 'PR', 'VBPR', 'CONJ', 'FW', 'CONJ', 'PR', 'FW', 'FW', 'PR', 'FW', 'CCP', 'VB', 'PR', 'FW', 'JJ', 'NOUN', 'PR', 'FW', 'CONJ', 'VB', 'RB', 'PR', 'RB', 'DT', 'FW', 'PR', 'PUNC', 'CONJ', 'CONJ', 'PR', 'PR', 'NOUN', 'PR', 'PUNC', 'RB', 'RB', 'FW', 'PR', 'VBPR', 'CONJ', 'NOUN', 'CCP', 'VBFT', 'VBPT', 'VBPT', 'CCP', 'FW', 'RB', 'PR', 'CONJ', 'PR', 'FW', 'FW', 'NOUN', 'PR', 'VBPT', 'PR', 'PUNC']","['RBW', 'VBTS', 'NN', 'CCP', 'FW', 'PRS', 'CCT', 'RBF', 'RBI', 'FW', 'PRS', 'VBW', 'FW', 'CCR', 'PRO', 'FW', 'FW', 'PRO', 'VBTR', 'CCB', 'FW', 'CCT', 'PRI', 'FW', 'FW', 'PRO', 'FW', 'CCP', 'VBW', 'PRS', 'FW', 'JJCC', 'NNC', 'PRO', 'FW', 'CCR', 'VBN', 'RBI', 'PRS', 'RBW', 'DTCP', 'FW', 'PRP', 'PMC', 'CCT', 'CCT', 'PRI', 'PRI', 'NNC', 'PRO', 'PMC', 'RBF', 'RBI', 'FW', 'PRS', 'VBTR', 'CCB', 'NN', 'CCP', 'VBTF', 'VBD', 'VBN', 'CCP', 'FW', 'RBI', 'PRS', 'CCT', 'PRO', 'FW', 'FW', 'NNC', 'PRO', 'VBTS', 'PRS', 'PMQ']","['MGNN', 'MGNN', 'Flair', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
35,So if you are someone who craves for something or gustong manuod ng movie or gustong magvideoke pero walang kasama ?,"['RB', 'IN', 'PR', 'VBPR', 'NOUN', 'PR', 'VBPR', 'IN', 'NOUN', 'CONJ', 'VB', 'VB', 'CONJ', 'NOUN', 'CONJ', 'VB', 'VBFT', 'CONJ', 'VB', 'CONJ', 'PUNC']","['RB', 'IN', 'PRP', 'VBP', 'NN', 'WP', 'VBZ', 'IN', 'NN', 'CC', 'VBS', 'VBW', 'CCB', 'NN', 'CC', 'VBS', 'VBTF', 'CCT', 'VBN', 'CCB', 'PMQ']","['Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
